// General information: 
//  MT Manager version: 2021.4.0 
//  XDA version: 2021.4.0 build 6323 rev 112641 built on 2021-09-28
// Device information: 
//  DeviceId: 00B4A7C9
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
46425										0.147707	-7.501709	5.831059	-0.057117	0.037511	0.282547	-0.042242	0.160927	-0.348244	0.402215	0.083088	0.209549	0.887360
46426										0.293847	-7.642925	5.937853	-0.028176	0.081621	0.266924	-0.046877	0.159726	-0.348528	0.402066	0.081726	0.209959	0.887458
46427										0.314204	-7.862062	5.921159	-0.020341	0.132257	0.252765	-0.043788	0.165575	-0.342454	0.402148	0.080352	0.210434	0.887433
46428										0.432011	-7.971937	6.077768	0.010032	0.186677	0.237359	-0.044957	0.160293	-0.346164	0.402471	0.079002	0.211042	0.887264
46429										0.530474	-8.026775	6.153744	0.022951	0.216408	0.214565	-0.045661	0.161408	-0.348204	0.402953	0.077723	0.211705	0.887000
46430										0.503914	-8.169732	6.291510	0.004730	0.248332	0.200176	-0.038140	0.156580	-0.344760	0.403601	0.076407	0.212268	0.886685
46431										0.335663	-8.295865	6.424102	-0.024202	0.293411	0.189716	-0.042995	0.158415	-0.346727	0.404469	0.074996	0.212734	0.886298
46432										0.196872	-8.394684	6.472945	-0.045902	0.318215	0.170713	-0.040732	0.151583	-0.351416	0.405482	0.073574	0.213072	0.885873
46433										0.107687	-8.453793	6.464226	-0.083734	0.351544	0.141420	-0.036876	0.160119	-0.347819	0.406703	0.072138	0.213227	0.885394
46434										0.054313	-8.490519	6.261771	-0.067527	0.362034	0.124957	-0.041052	0.154069	-0.346003	0.407989	0.070783	0.213413	0.884867
46435										-0.010917	-8.257807	6.031302	-0.038821	0.371687	0.114449	-0.043817	0.151053	-0.340387	0.409322	0.069515	0.213729	0.884276
46436										-0.048427	-7.964746	5.736797	-0.013919	0.323029	0.108061	-0.031284	0.163547	-0.346123	0.410452	0.068412	0.214088	0.883751
46437										-0.068123	-7.669236	5.656609	-0.028096	0.300898	0.090414	-0.039269	0.161497	-0.351324	0.411528	0.067393	0.214349	0.883265
46438										-0.267890	-7.532307	5.702712	-0.070838	0.324128	0.064715	-0.039849	0.156820	-0.344740	0.412763	0.066351	0.214372	0.882762
46439										-0.525960	-7.519485	5.795713	-0.113565	0.374098	0.028996	-0.032268	0.150292	-0.345576	0.414287	0.065276	0.214190	0.882172
46440										-0.859998	-7.658153	5.604579	-0.134243	0.428788	0.002948	-0.033933	0.143917	-0.348748	0.416092	0.064168	0.213890	0.881477
46441										-1.022007	-7.838601	5.319262	-0.122184	0.430164	0.010298	-0.032925	0.157239	-0.351019	0.417882	0.063052	0.213674	0.880762
46442										-0.991423	-8.036786	5.163625	-0.084100	0.390920	0.050975	-0.042973	0.152258	-0.348346	0.419419	0.061917	0.213660	0.880116
46443										-0.953135	-7.976433	5.108694	-0.022334	0.343345	0.107641	-0.040771	0.163985	-0.348658	0.420631	0.060764	0.214010	0.879532
46444										-1.078870	-7.815541	5.246784	0.010521	0.312267	0.148303	-0.033137	0.162612	-0.353269	0.421626	0.059568	0.214547	0.879007
46445										-1.290313	-7.629859	5.363526	0.020544	0.271156	0.152765	-0.036328	0.159663	-0.352114	0.422439	0.058450	0.215122	0.878551
46446										-1.467566	-7.529800	5.304621	0.025570	0.202305	0.130631	-0.035408	0.150730	-0.348022	0.423006	0.057557	0.215608	0.878218
46447										-1.498743	-7.522219	5.201838	0.040441	0.148968	0.103500	-0.039019	0.157850	-0.351738	0.423397	0.056907	0.216081	0.877955
46448										-1.385934	-7.598322	5.247605	0.043112	0.133921	0.074743	-0.033935	0.155556	-0.348610	0.423779	0.056406	0.216482	0.877705
46449										-1.203784	-7.923149	5.236045	0.056617	0.099619	0.060536	-0.043206	0.164312	-0.349129	0.424041	0.056057	0.216904	0.877496
46450										-1.085682	-8.300260	5.463897	0.049581	0.098210	0.044538	-0.031381	0.150822	-0.356636	0.424329	0.055758	0.217247	0.877291
46451										-0.975484	-8.485637	5.741534	0.053233	0.069199	0.020110	-0.036998	0.166915	-0.356509	0.424541	0.055625	0.217550	0.877122
46452										-0.922164	-8.554254	6.026198	0.056475	0.015886	0.002503	-0.036073	0.154335	-0.352834	0.424567	0.055664	0.217778	0.877050
46453										-0.775082	-8.490869	6.044836	0.062710	-0.046356	-0.009574	-0.034770	0.154666	-0.358712	0.424355	0.055885	0.217980	0.877089
46454										-0.613612	-8.343369	5.932723	0.073496	-0.082549	-0.022824	-0.028336	0.154856	-0.347419	0.424017	0.056245	0.218161	0.877184
46455										-0.539167	-8.236104	5.720852	0.094075	-0.090506	-0.019821	-0.029862	0.155553	-0.343094	0.423632	0.056655	0.218448	0.877273
46456										-0.424733	-8.259413	5.611609	0.132018	-0.072003	-0.010202	-0.037128	0.161757	-0.347276	0.423292	0.057069	0.218918	0.877292
46457										-0.487259	-8.288764	5.572248	0.144007	-0.032805	-0.005566	-0.038000	0.156411	-0.354716	0.423101	0.057421	0.219494	0.877218
46458										-0.635830	-8.318685	5.607934	0.151641	0.000844	-0.002340	-0.042483	0.157237	-0.348424	0.423039	0.057711	0.220118	0.877072
46459										-0.655058	-8.287778	5.686906	0.138997	0.006480	-0.002169	-0.042838	0.151281	-0.357954	0.423004	0.057966	0.220707	0.876924
46460										-0.701152	-8.202916	5.710593	0.102904	0.018467	-0.001465	-0.038031	0.155012	-0.352490	0.423030	0.058115	0.221132	0.876795
46461										-0.779395	-8.056752	5.655577	0.064430	0.009298	0.001751	-0.037080	0.151211	-0.350688	0.423025	0.058191	0.221404	0.876723
46462										-0.864069	-7.918372	5.516779	0.022290	-0.012811	0.000466	-0.033847	0.156695	-0.354854	0.422947	0.058218	0.221457	0.876746
46463										-0.879112	-7.817607	5.372119	0.006189	-0.043279	0.002042	-0.039012	0.162152	-0.352194	0.422746	0.058265	0.221436	0.876845
46464										-0.795970	-7.806282	5.143029	0.012009	-0.067224	0.002444	-0.041397	0.159163	-0.356247	0.422445	0.058362	0.221408	0.876991
46465										-0.660278	-7.817361	5.134045	0.035105	-0.054258	0.000267	-0.032811	0.152264	-0.359123	0.422192	0.058498	0.221502	0.877080
46466										-0.552158	-7.884940	5.192208	0.055869	-0.033300	0.002720	-0.033677	0.155491	-0.349611	0.422014	0.058625	0.221691	0.877109
46467										-0.493231	-7.999730	5.326236	0.075595	0.001864	0.006148	-0.037530	0.153942	-0.353423	0.421966	0.058719	0.222016	0.877044
46468										-0.645981	-8.072741	5.529460	0.074259	-0.000094	0.010852	-0.034868	0.152151	-0.351726	0.421903	0.058790	0.222325	0.876991
46469										-0.626344	-8.065402	5.718618	0.074136	-0.004055	0.012441	-0.034073	0.157438	-0.356211	0.421819	0.058866	0.222651	0.876943
46470										-0.863820	-8.127488	5.706389	0.065298	-0.010723	0.013453	-0.026873	0.154092	-0.347289	0.421710	0.058926	0.222919	0.876924
46471										-0.930134	-8.161007	5.661634	0.071859	-0.021328	0.010707	-0.035736	0.157527	-0.359445	0.421560	0.059037	0.223219	0.876912
46472										-1.062307	-8.156470	5.488346	0.097665	-0.025114	0.017221	-0.035535	0.155232	-0.356386	0.421373	0.059177	0.223625	0.876889
46473										-1.023695	-8.159268	5.324941	0.136462	-0.049863	0.020907	-0.027784	0.150230	-0.351978	0.421063	0.059435	0.224208	0.876872
46474										-0.749991	-8.169465	5.396002	0.183838	-0.059136	0.028278	-0.047435	0.159755	-0.360940	0.420685	0.059775	0.224988	0.876830
46475										-0.375677	-8.164932	5.421961	0.201255	-0.072512	0.033673	-0.029881	0.145080	-0.359151	0.420233	0.060160	0.225863	0.876796
46476										-0.219630	-8.161394	5.476530	0.204780	-0.059363	0.038025	-0.036636	0.160019	-0.364959	0.419827	0.060505	0.226754	0.876737
46477										-0.207534	-8.151963	5.595330	0.187864	-0.017362	0.044613	-0.039175	0.156260	-0.357987	0.419585	0.060713	0.227632	0.876610
46478										-0.391004	-8.176570	5.696187	0.155839	0.007119	0.047151	-0.039875	0.150474	-0.360293	0.419451	0.060792	0.228374	0.876476
46479										-0.598642	-8.170511	5.705411	0.137494	0.028330	0.047382	-0.038457	0.146651	-0.356999	0.419410	0.060797	0.229071	0.876314
46480										-0.637698	-8.152137	5.622122	0.130916	0.013694	0.043863	-0.027888	0.148816	-0.361916	0.419318	0.060824	0.229702	0.876191
46481										-0.580122	-8.061769	5.619782	0.132496	0.002283	0.028051	-0.039362	0.147571	-0.362056	0.419208	0.060947	0.230318	0.876073
46482										-0.494168	-8.077557	5.521313	0.154094	-0.032957	0.019073	-0.036894	0.149166	-0.363964	0.418964	0.061213	0.230966	0.876001
46483										-0.342952	-8.032116	5.508858	0.153999	-0.062408	0.011883	-0.039163	0.145997	-0.358866	0.418611	0.061570	0.231597	0.875978
46484										-0.150083	-8.004678	5.612445	0.146313	-0.079490	0.007829	-0.042788	0.143749	-0.361560	0.418200	0.061954	0.232152	0.876000
46485										-0.125995	-8.116218	5.736517	0.126126	-0.059581	0.002583	-0.034204	0.146000	-0.364256	0.417887	0.062285	0.232644	0.875995
46486										-0.182595	-8.213438	5.858055	0.104578	-0.032942	0.006773	-0.030779	0.141633	-0.364756	0.417684	0.062498	0.233049	0.875970
46487										-0.211416	-8.388481	5.997041	0.078648	0.000975	0.015403	-0.037422	0.146915	-0.361156	0.417611	0.062561	0.233404	0.875905
46488										-0.298175	-8.582042	6.089301	0.056837	0.028356	0.027562	-0.038389	0.147527	-0.361802	0.417636	0.062472	0.233686	0.875824
46489										-0.481053	-8.577014	6.006994	0.048704	0.025175	0.039896	-0.026212	0.145168	-0.359580	0.417627	0.062325	0.233976	0.875762
46490										-0.400710	-8.376479	5.924202	0.044511	-0.022276	0.049364	-0.035457	0.143597	-0.361982	0.417407	0.062217	0.234209	0.875812
46491										-0.196248	-8.083941	5.894725	0.048775	-0.046209	0.043562	-0.027581	0.140455	-0.366415	0.417098	0.062192	0.234454	0.875896
46492										-0.169964	-8.025488	5.831287	0.049663	-0.035698	0.025340	-0.034230	0.153358	-0.362418	0.416867	0.062219	0.234651	0.875950
46493										-0.144816	-8.055093	5.791830	0.056761	-0.029250	-0.000442	-0.033063	0.151412	-0.358537	0.416710	0.062359	0.234856	0.875960
46494										-0.220983	-8.220219	5.865682	0.062191	-0.017911	-0.023736	-0.029358	0.146523	-0.361611	0.416643	0.062580	0.235024	0.875932
46495										-0.341250	-8.378934	6.033220	0.067149	0.004735	-0.045639	-0.035635	0.145193	-0.366657	0.416708	0.062862	0.235210	0.875830
46496										-0.493490	-8.512228	6.165265	0.081591	0.018787	-0.053006	-0.038024	0.141211	-0.353021	0.416841	0.063175	0.235431	0.875686
46497										-0.577763	-8.536231	6.132064	0.091135	0.020163	-0.050347	-0.034938	0.141021	-0.364182	0.416969	0.063497	0.235724	0.875522
46498										-0.436790	-8.331221	6.039930	0.111462	-0.029130	-0.036628	-0.044163	0.141438	-0.367958	0.416862	0.063897	0.236071	0.875450
46499										-0.290676	-8.057592	6.023131	0.122932	-0.049322	-0.022311	-0.035360	0.136918	-0.368907	0.416640	0.064304	0.236507	0.875409
46500										-0.117599	-7.838906	5.928569	0.154216	-0.038871	-0.011637	-0.042760	0.139885	-0.363506	0.416427	0.064710	0.237083	0.875324
46501										-0.039506	-7.748685	5.895906	0.182793	-0.007581	-0.008994	-0.026617	0.145258	-0.365526	0.416326	0.065108	0.237838	0.875138
46502										0.022416	-7.563652	6.004455	0.192757	0.040749	-0.020057	-0.038600	0.135802	-0.364192	0.416440	0.065477	0.238625	0.874842
46503										-0.108941	-7.562390	5.995612	0.189651	0.107978	-0.035515	-0.037656	0.134884	-0.361864	0.416859	0.065775	0.239444	0.874396
46504										-0.242784	-7.525366	5.945408	0.197813	0.157109	-0.045236	-0.034364	0.136417	-0.370225	0.417494	0.066033	0.240291	0.873841
46505										-0.269663	-7.396785	5.844495	0.204157	0.196016	-0.067713	-0.039330	0.134841	-0.364377	0.418329	0.066323	0.241176	0.873176
46506										-0.410741	-7.260164	5.879753	0.213936	0.217320	-0.076315	-0.039546	0.132222	-0.366347	0.419263	0.066626	0.242076	0.872456
46507										-0.576734	-7.217993	5.890556	0.216117	0.217348	-0.087007	-0.040506	0.133686	-0.367583	0.420216	0.066978	0.242990	0.871716
46508										-0.722149	-7.073597	5.902350	0.239098	0.189889	-0.100513	-0.035596	0.134036	-0.369436	0.421074	0.067487	0.243929	0.871000
46509										-0.731286	-6.870518	5.821444	0.258730	0.148713	-0.123398	-0.037453	0.131572	-0.376364	0.421801	0.068210	0.244902	0.870319
46510										-0.687590	-6.730174	5.945016	0.255324	0.131968	-0.153168	-0.038940	0.131082	-0.357364	0.422520	0.069081	0.245761	0.869659
46511										-0.741305	-6.770218	5.801271	0.242091	0.131323	-0.176558	-0.033903	0.123663	-0.368326	0.423287	0.070019	0.246540	0.868990
46512										-0.965965	-6.909550	5.773242	0.237238	0.178015	-0.186026	-0.037059	0.126612	-0.369570	0.424262	0.070893	0.247291	0.868230
46513										-1.301161	-7.013315	5.859488	0.212999	0.179719	-0.177637	-0.040659	0.123950	-0.374077	0.425237	0.071679	0.247978	0.867492
46514										-1.428483	-7.085600	5.930271	0.199158	0.169234	-0.161738	-0.042780	0.121704	-0.379480	0.426142	0.072390	0.248604	0.866809
46515										-1.344995	-7.019880	6.017363	0.194290	0.140026	-0.152574	-0.046611	0.119514	-0.367523	0.426913	0.073111	0.249228	0.866190
46516										-1.336515	-6.964482	6.066683	0.187965	0.139818	-0.148820	-0.044996	0.123746	-0.360772	0.427677	0.073803	0.249809	0.865587
46517										-1.338116	-6.878132	6.126818	0.185251	0.129431	-0.152461	-0.040665	0.120893	-0.373642	0.428407	0.074525	0.250385	0.864998
46518										-1.362823	-6.940509	6.149439	0.166910	0.131261	-0.163482	-0.048982	0.119429	-0.372536	0.429173	0.075247	0.250838	0.864424
46519										-1.462604	-7.084033	6.217972	0.155685	0.142519	-0.170148	-0.043333	0.115412	-0.374927	0.430003	0.075950	0.251260	0.863827
46520										-1.514912	-7.184859	6.208859	0.146005	0.158413	-0.153892	-0.051182	0.121875	-0.372369	0.430867	0.076533	0.251664	0.863227
46521										-1.487141	-7.193871	6.232547	0.144238	0.137169	-0.137673	-0.048308	0.113706	-0.368358	0.431614	0.077092	0.252098	0.862678
46522										-1.533660	-7.143397	6.289540	0.139404	0.128794	-0.126469	-0.048234	0.118884	-0.373618	0.432306	0.077607	0.252506	0.862166
46523										-1.522105	-7.149584	6.343087	0.123839	0.114677	-0.120008	-0.054151	0.114405	-0.369554	0.432935	0.078095	0.252868	0.861700
46524										-1.572262	-7.040706	6.390678	0.135826	0.080980	-0.131143	-0.048755	0.113991	-0.371291	0.433446	0.078715	0.253212	0.861285
46525										-1.598239	-7.080220	6.446336	0.147445	0.027230	-0.148868	-0.051878	0.107704	-0.374963	0.433771	0.079544	0.253543	0.860948
46526										-1.538961	-7.097703	6.465686	0.162634	-0.024345	-0.176624	-0.052184	0.117070	-0.370529	0.433939	0.080614	0.253821	0.860682
46527										-1.431586	-7.046503	6.443390	0.171816	-0.076495	-0.200471	-0.048923	0.110020	-0.376733	0.433941	0.081909	0.254063	0.860487
46528										-1.336650	-7.044341	6.438303	0.176650	-0.104891	-0.209113	-0.046586	0.108422	-0.369298	0.433845	0.083300	0.254267	0.860342
46529										-1.166694	-7.134858	6.443046	0.159462	-0.093444	-0.188391	-0.045489	0.115938	-0.377839	0.433759	0.084553	0.254465	0.860204
46530										-1.052246	-7.160848	6.372710	0.158849	-0.094917	-0.152470	-0.052184	0.119799	-0.370528	0.433596	0.085657	0.254716	0.860103
46531										-0.860808	-7.126108	6.376923	0.159181	-0.117197	-0.099838	-0.053933	0.116304	-0.367715	0.433235	0.086602	0.255074	0.860084
46532										-0.630111	-7.056698	6.379010	0.142472	-0.105300	-0.058055	-0.050384	0.110064	-0.376994	0.432846	0.087311	0.255439	0.860100
46533										-0.493711	-7.002963	6.215914	0.129696	-0.097533	-0.018469	-0.053795	0.114125	-0.377542	0.432412	0.087826	0.255852	0.860143
46534										-0.546509	-7.012317	6.156945	0.114533	-0.084393	0.013183	-0.051619	0.108644	-0.376029	0.431976	0.088148	0.256261	0.860208
46535										-0.521940	-7.048682	6.200171	0.086392	-0.069386	0.041789	-0.047532	0.106086	-0.371475	0.431554	0.088271	0.256636	0.860295
46536										-0.463145	-7.099806	6.202989	0.043080	-0.049055	0.068116	-0.054301	0.106198	-0.376265	0.431182	0.088146	0.256880	0.860421
46537										-0.391407	-7.282172	6.089209	0.008004	-0.029084	0.099281	-0.043036	0.111134	-0.378681	0.430843	0.087787	0.257070	0.860571
46538										-0.222326	-7.308977	6.066749	-0.004776	-0.019706	0.127532	-0.047208	0.106133	-0.377170	0.430492	0.087261	0.257255	0.860745
46539										-0.119251	-7.376062	6.151402	-0.027538	-0.008973	0.155083	-0.056496	0.114911	-0.376444	0.430137	0.086561	0.257423	0.860943
46540										-0.071985	-7.361630	6.216272	-0.052335	0.001961	0.165834	-0.051582	0.116069	-0.378645	0.429817	0.085735	0.257500	0.861162
46541										-0.052914	-7.405749	6.194079	-0.066447	0.012114	0.170829	-0.046616	0.114971	-0.367111	0.429533	0.084845	0.257550	0.861377
46542										-0.051418	-7.413495	6.158452	-0.072347	0.041743	0.171559	-0.044961	0.117949	-0.380692	0.429369	0.083873	0.257586	0.861543
46543										-0.047395	-7.413258	6.045858	-0.075899	0.098094	0.168371	-0.046338	0.115113	-0.386937	0.429438	0.082799	0.257664	0.861590
46544										-0.031227	-7.449834	5.946107	-0.066168	0.153088	0.186454	-0.046314	0.105802	-0.371261	0.429685	0.081558	0.257850	0.861529
46545										-0.029448	-7.416477	5.970177	-0.072209	0.200337	0.206052	-0.049732	0.116721	-0.371303	0.430082	0.080135	0.258107	0.861387
46546										-0.020813	-7.414774	5.983447	-0.077820	0.234215	0.217736	-0.040064	0.124347	-0.381690	0.430594	0.078580	0.258373	0.861195
46547										-0.085326	-7.465007	6.024621	-0.077786	0.281485	0.225298	-0.041591	0.112116	-0.377241	0.431277	0.076903	0.258711	0.860903
46548										-0.206909	-7.607961	5.950276	-0.058943	0.325111	0.222469	-0.048397	0.112991	-0.379410	0.432130	0.075187	0.259141	0.860498
46549										-0.330486	-7.677218	5.946897	-0.038029	0.361382	0.220683	-0.040932	0.115127	-0.371967	0.433121	0.073455	0.259704	0.859979
46550										-0.482683	-7.728961	5.928073	-0.017900	0.401023	0.220789	-0.035632	0.111181	-0.384277	0.434260	0.071681	0.260365	0.859355
46551										-0.679984	-7.759145	5.923690	0.008134	0.439610	0.225628	-0.041040	0.118888	-0.381706	0.435528	0.069871	0.261197	0.858609
46552										-0.858777	-7.724793	5.983102	0.034846	0.468987	0.236336	-0.032768	0.120263	-0.379602	0.436879	0.068013	0.262167	0.857776
46553										-1.041291	-7.741260	6.028554	0.046241	0.491868	0.247278	-0.037402	0.105174	-0.379938	0.438289	0.066093	0.263244	0.856876
46554										-1.132596	-7.662648	6.054286	0.058488	0.505119	0.261461	-0.034605	0.109165	-0.370484	0.439716	0.064112	0.264392	0.855942
46555										-1.153282	-7.625486	6.106333	0.056247	0.529039	0.267414	-0.035848	0.113781	-0.386288	0.441221	0.062058	0.265578	0.854951
46556										-1.191321	-7.603521	6.131251	0.058310	0.545967	0.271923	-0.038399	0.107400	-0.378553	0.442781	0.059951	0.266773	0.853922
46557										-1.213957	-7.677813	6.179040	0.063137	0.574877	0.263071	-0.036319	0.110790	-0.387585	0.444466	0.057834	0.268009	0.852805
46558										-1.361073	-7.769204	6.216977	0.065272	0.610179	0.236009	-0.033010	0.114083	-0.379740	0.446343	0.055751	0.269200	0.851588
46559										-1.431633	-7.777276	6.186357	0.066533	0.628321	0.204545	-0.029053	0.106311	-0.383336	0.448350	0.053763	0.270360	0.850292
46560										-1.456097	-7.714080	6.090075	0.057818	0.656599	0.173461	-0.033669	0.109828	-0.384993	0.450534	0.051814	0.271412	0.848923
46561										-1.504923	-7.510280	6.058378	0.045958	0.683627	0.168851	-0.034670	0.104302	-0.383285	0.452829	0.049804	0.272442	0.847491
46562										-1.633955	-7.442870	6.076584	0.024762	0.713371	0.164396	-0.029953	0.107799	-0.388786	0.455254	0.047696	0.273368	0.846014
46563										-1.827359	-7.469865	6.024843	0.022850	0.736491	0.169069	-0.032698	0.105045	-0.384611	0.457751	0.045522	0.274330	0.844473
46564										-1.955103	-7.586245	5.965119	0.034755	0.732968	0.169509	-0.026576	0.093626	-0.385863	0.460226	0.043376	0.275316	0.842919
46565										-2.027034	-7.581106	6.007296	0.081067	0.710959	0.165236	-0.028052	0.099434	-0.385073	0.462603	0.041403	0.276490	0.841331
46566										-2.193731	-7.491692	6.185224	0.130480	0.680076	0.152292	-0.028223	0.104612	-0.390335	0.464871	0.039655	0.277796	0.839733
46567										-2.413171	-7.459772	6.253915	0.172236	0.633366	0.121754	-0.024865	0.091420	-0.385993	0.467003	0.038226	0.279197	0.838150
46568										-2.499839	-7.489750	6.295176	0.181676	0.601953	0.095538	-0.027566	0.093450	-0.384916	0.469065	0.036980	0.280532	0.836607
46569										-2.547897	-7.576419	6.243516	0.175779	0.591626	0.069645	-0.031741	0.103057	-0.383222	0.471137	0.035848	0.281797	0.835066
46570										-2.544651	-7.475100	6.109583	0.196247	0.583803	0.050198	-0.023546	0.090965	-0.393007	0.473214	0.034848	0.283073	0.833501
46571										-2.460364	-7.328686	5.831203	0.201531	0.569949	0.025591	-0.022615	0.095331	-0.389716	0.475281	0.033992	0.284325	0.831933
46572										-2.548726	-7.313164	5.685342	0.212840	0.577010	0.010615	-0.024014	0.092713	-0.394432	0.477404	0.033198	0.285570	0.830321
46573										-2.548406	-7.340819	5.523462	0.216848	0.583236	0.000286	-0.025338	0.096334	-0.387089	0.479565	0.032447	0.286830	0.828670
46574										-2.551162	-7.471948	5.463549	0.219494	0.579149	-0.008975	-0.026205	0.093041	-0.394900	0.481728	0.031738	0.288053	0.827017
46575										-2.589453	-7.439643	5.520848	0.225261	0.577091	-0.029267	-0.024223	0.088512	-0.379565	0.483918	0.031133	0.289270	0.825335
46576										-2.551160	-7.301286	5.549061	0.209065	0.571476	-0.049782	-0.028508	0.078756	-0.387362	0.486133	0.030569	0.290344	0.823675
46577										-2.674263	-7.340328	5.616255	0.188527	0.591087	-0.087729	-0.021193	0.077663	-0.386714	0.488501	0.030065	0.291276	0.821961
46578										-2.901530	-7.422485	5.473673	0.168275	0.605369	-0.116297	-0.027066	0.076484	-0.385770	0.490989	0.029580	0.292042	0.820224
46579										-3.067676	-7.475873	5.433432	0.153253	0.592075	-0.139118	-0.026438	0.077559	-0.395741	0.493470	0.029181	0.292702	0.818512
46580										-3.088203	-7.424501	5.462219	0.138110	0.577434	-0.144206	-0.029195	0.078364	-0.390669	0.495910	0.028784	0.293253	0.816852
46581										-2.953718	-7.363012	5.590551	0.126687	0.558796	-0.148201	-0.024768	0.075308	-0.392902	0.498282	0.028424	0.293756	0.815239
46582										-2.962028	-7.360873	5.682728	0.116816	0.571842	-0.163759	-0.025030	0.072600	-0.391662	0.500740	0.028058	0.294164	0.813597
46583										-3.133521	-7.467365	5.750548	0.105697	0.577940	-0.191801	-0.030918	0.075940	-0.389646	0.503274	0.027767	0.294483	0.811926
46584										-3.248590	-7.473814	5.864586	0.115068	0.557474	-0.239384	-0.030068	0.070529	-0.398067	0.505834	0.027709	0.294685	0.810262
46585										-3.307671	-7.262477	6.002760	0.122292	0.518269	-0.287823	-0.029673	0.071792	-0.391378	0.508342	0.027946	0.294793	0.808644
46586										-3.418558	-7.048674	6.115793	0.103709	0.504619	-0.340486	-0.030590	0.070331	-0.395628	0.510918	0.028346	0.294661	0.807053
46587										-3.759043	-7.141812	6.107087	0.082797	0.472192	-0.408240	-0.031707	0.070741	-0.385642	0.513516	0.029027	0.294275	0.805519
46588										-3.973213	-7.158957	6.090391	0.051758	0.411576	-0.460485	-0.048339	0.069526	-0.400988	0.516010	0.029935	0.293570	0.804148
46589										-3.986258	-6.990008	6.044187	0.034078	0.305884	-0.511119	-0.037274	0.068624	-0.389084	0.518216	0.031225	0.292616	0.803027
46590										-3.823494	-6.632249	6.020771	0.004392	0.201526	-0.547044	-0.039108	0.071162	-0.397582	0.520124	0.032775	0.291359	0.802189
46591										-3.844795	-6.604476	5.773948	-0.031812	0.102407	-0.572651	-0.040910	0.066726	-0.390971	0.521719	0.034550	0.289843	0.801627
46592										-3.935466	-6.738456	5.417612	-0.048830	0.013724	-0.612610	-0.044543	0.074544	-0.393070	0.523079	0.036597	0.288074	0.801288
46593										-3.976272	-6.680679	5.207711	-0.054789	-0.092065	-0.648504	-0.047280	0.066179	-0.389422	0.524117	0.039000	0.286133	0.801192
46594										-3.690754	-6.600645	5.237106	-0.068145	-0.190447	-0.682011	-0.048479	0.072425	-0.391030	0.524867	0.041677	0.283960	0.801339
46595										-3.390759	-6.705047	5.351416	-0.084548	-0.234611	-0.717054	-0.058567	0.069408	-0.385517	0.525520	0.044551	0.281617	0.801584
46596										-3.150075	-7.201733	5.650775	-0.108150	-0.232656	-0.736337	-0.050967	0.069082	-0.387703	0.526225	0.047407	0.279108	0.801834
46597										-2.625409	-7.777089	6.154902	-0.138219	-0.239336	-0.716539	-0.059370	0.074188	-0.380437	0.526859	0.050146	0.276539	0.802141
46598										-2.135228	-8.159733	6.844476	-0.191098	-0.231421	-0.665218	-0.064903	0.074759	-0.386367	0.527431	0.052514	0.273872	0.802529
46599										-1.604022	-8.424883	7.176062	-0.259273	-0.189089	-0.601614	-0.065139	0.079825	-0.386935	0.528037	0.054401	0.271141	0.802932
46600										-1.406606	-8.615417	7.042582	-0.272574	-0.101195	-0.547911	-0.061795	0.074647	-0.381628	0.528863	0.055854	0.268542	0.803162
46601										-1.581623	-8.560524	6.815757	-0.243373	-0.002537	-0.511654	-0.063478	0.076722	-0.383507	0.529960	0.057074	0.266248	0.803117
46602										-1.871684	-8.351888	6.803473	-0.208407	0.013277	-0.492294	-0.064313	0.085562	-0.376198	0.531066	0.058261	0.264135	0.802999
46603										-1.881553	-8.067765	7.034846	-0.212653	0.007081	-0.486405	-0.070693	0.087614	-0.373928	0.532129	0.059448	0.262032	0.802897
46604										-1.888006	-7.918797	7.260487	-0.214942	-0.010180	-0.508286	-0.074451	0.087052	-0.384507	0.533175	0.060723	0.259830	0.802824
46605										-1.757946	-7.754176	7.214543	-0.172212	-0.016010	-0.545340	-0.072043	0.082159	-0.382139	0.534247	0.062283	0.257715	0.802673
46606										-1.630473	-7.631659	7.035782	-0.125245	-0.005432	-0.562830	-0.074537	0.080978	-0.378418	0.535378	0.063993	0.255733	0.802419
46607										-1.532601	-7.381001	6.941698	-0.082205	-0.022545	-0.566764	-0.080478	0.086106	-0.372602	0.536427	0.065887	0.253914	0.802143
46608										-1.514243	-7.265413	6.768106	-0.054124	-0.050470	-0.569254	-0.084586	0.085911	-0.375674	0.537366	0.067899	0.252159	0.801900
46609										-1.411037	-7.263724	6.516200	-0.046601	-0.071655	-0.575243	-0.079093	0.083090	-0.366928	0.538227	0.070014	0.250414	0.801687
46610										-1.220008	-7.334822	6.345608	-0.033686	-0.087509	-0.561341	-0.084063	0.081654	-0.378180	0.538996	0.072122	0.248725	0.801509
